,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,4.0,0,"[0, 1, 0, 0, 0, 1, 0, 0]",500,0.0001554999999999751,8192,499.999218586998,0.99,500,0.001,geometric
1,4.0,1,"[0, 1, 0, 0, 0, 1, 1, 0]",500,0.001516000000000517,8192,499.99238190345903,0.99,500,0.001,geometric
2,4.0,2,"[0, 1, 0, 0, 0, 1, 0, 0]",500,0.015438500000000133,8192,499.92242496347166,0.99,500,0.001,geometric
3,5.0,4,"[0, 1, 0, 0, 1, 1, 0, 1]",500,0.027326900000000265,8192,499.8626965942597,0.99,500,0.001,geometric
4,4.0,8,"[0, 1, 0, 1, 0, 0, 0, 0]",500,0.042831800000000086,8192,499.784809332709,0.99,500,0.001,geometric
5,0.0,16,"[0, 0, 0, 0, 0, 0, 0, 0]",500,0.056691999999999965,8192,499.71519432498474,0.99,500,0.001,geometric
6,3.0,32,"[0, 0, 0, 1, 1, 0, 1, 1]",500,0.07452830000000077,8192,499.6256230053408,0.99,500,0.001,geometric
7,4.0,64,"[0, 1, 0, 0, 0, 1, 0, 0]",500,0.09131140000000038,8192,499.5413553650006,0.99,500,0.001,geometric
8,3.0,128,"[1, 1, 1, 1, 0, 1, 1, 0]",500,0.1205210000000001,8192,499.39472838595356,0.99,500,0.001,geometric
9,5.0,256,"[0, 1, 0, 1, 1, 0, 0, 1]",500,0.16074550000000087,8192,499.1928790152235,0.99,500,0.001,geometric
10,3.0,512,"[1, 0, 1, 0, 0, 0, 0, 0]",500,0.22741830000000007,8192,498.8584898848814,0.99,500,0.001,geometric
11,7.0,1024,"[0, 1, 0, 1, 0, 1, 0, 1]",500,0.44875560000000014,8192,497.7500054661644,0.99,500,0.001,geometric
12,7.0,2048,"[0, 1, 0, 1, 0, 1, 0, 1]",500,0.7225044,8192,496.38244423892274,0.99,500,0.001,geometric
13,7.0,4096,"[0, 1, 0, 1, 0, 1, 0, 1]",500,0.7225044,8192,496.38244423892274,0.99,500,0.001,geometric
14,7.0,8192,"[0, 1, 0, 1, 0, 1, 0, 1]",500,0.7225044,8192,496.38244423892274,0.99,500,0.001,geometric
