,Fitness,Iteration,Temperature,Time,max_iters
0,4.0,0,500,0.0001554999999999751,8192
1,4.0,1,500,0.001516000000000517,8192
2,5.0,2,500,0.015438500000000133,8192
3,5.0,3,500,0.02719240000000056,8192
4,4.0,4,500,0.027326900000000265,8192
5,4.0,5,500,0.04255140000000068,8192
6,6.0,6,500,0.042663900000000865,8192
7,4.0,7,500,0.04274760000000022,8192
8,5.0,8,500,0.042831800000000086,8192
9,3.0,9,500,0.05607580000000034,8192
10,5.0,10,500,0.05621149999999986,8192
11,3.0,11,500,0.05629689999999954,8192
12,1.0,12,500,0.05638000000000076,8192
13,3.0,13,500,0.05646060000000119,8192
14,1.0,14,500,0.05653550000000074,8192
15,0.0,15,500,0.05661399999999972,8192
16,1.0,16,500,0.056691999999999965,8192
17,1.0,17,500,0.07254540000000098,8192
18,1.0,18,500,0.07270690000000002,8192
19,3.0,19,500,0.07284180000000084,8192
20,3.0,20,500,0.07296679999999967,8192
21,4.0,21,500,0.07310310000000086,8192
22,4.0,22,500,0.073227300000001,8192
23,4.0,23,500,0.07335650000000093,8192
24,4.0,24,500,0.07348460000000046,8192
25,3.0,25,500,0.07361230000000063,8192
26,3.0,26,500,0.07374200000000108,8192
27,3.0,27,500,0.07387240000000084,8192
28,3.0,28,500,0.07400190000000073,8192
29,3.0,29,500,0.07413820000000015,8192
30,3.0,30,500,0.07426889999999986,8192
31,3.0,31,500,0.0743980999999998,8192
32,3.0,32,500,0.07452830000000077,8192
33,3.0,33,500,0.08816829999999953,8192
34,1.0,34,500,0.08828240000000065,8192
35,1.0,35,500,0.08836980000000061,8192
36,3.0,36,500,0.08845379999999992,8192
37,5.0,37,500,0.08853039999999979,8192
38,3.0,38,500,0.08860460000000003,8192
39,5.0,39,500,0.0886837000000007,8192
40,5.0,40,500,0.08875899999999959,8192
41,5.0,41,500,0.08883810000000025,8192
42,6.0,42,500,0.0889167999999998,8192
43,4.0,43,500,0.08900900000000078,8192
44,3.0,44,500,0.08919750000000093,8192
45,3.0,45,500,0.08932260000000092,8192
46,3.0,46,500,0.0894086999999999,8192
47,2.0,47,500,0.0894907000000007,8192
48,4.0,48,500,0.08957230000000038,8192
49,2.0,49,500,0.0896486000000003,8192
50,1.0,50,500,0.08972930000000012,8192
51,1.0,51,500,0.08981040000000107,8192
52,3.0,52,500,0.08989120000000028,8192
53,4.0,53,500,0.08996669999999973,8192
54,3.0,54,500,0.09011019999999981,8192
55,4.0,55,500,0.0902345000000011,8192
56,3.0,56,500,0.09035159999999998,8192
57,5.0,57,500,0.09046999999999983,8192
58,4.0,58,500,0.09058260000000118,8192
59,2.0,59,500,0.09070209999999967,8192
60,2.0,60,500,0.09081989999999962,8192
61,4.0,61,500,0.09093780000000073,8192
62,3.0,62,500,0.09109300000000076,8192
63,4.0,63,500,0.09122930000000018,8192
64,5.0,64,500,0.09131140000000038,8192
65,7.0,65,500,0.10778570000000087,8192
66,5.0,66,500,0.10789000000000115,8192
67,3.0,67,500,0.1080880999999998,8192
68,4.0,68,500,0.10828080000000107,8192
