,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,37.0,0,0.3,300,0.006613699995796196,4096
1,43.0,1,0.3,300,0.034525199997005984,4096
2,46.0,2,0.3,300,0.08171759999822825,4096
3,49.0,3,0.3,300,0.12003199999162462,4096
4,49.0,4,0.3,300,0.15518979998887517,4096
5,49.0,5,0.3,300,0.20538509999460075,4096
6,49.0,6,0.3,300,0.2476536999893142,4096
7,49.0,7,0.3,300,0.2816145999968285,4096
8,49.0,8,0.3,300,0.31933859999116976,4096
9,49.0,9,0.3,300,0.35996449999220204,4096
10,51.0,10,0.3,300,0.38355859999137465,4096
11,51.0,11,0.3,300,0.4066714999935357,4096
12,52.0,12,0.3,300,0.4335937999858288,4096
13,52.0,13,0.3,300,0.4616306999960216,4096
14,52.0,14,0.3,300,0.48741299999528565,4096
15,53.0,15,0.3,300,0.5134662999917055,4096
16,53.0,16,0.3,300,0.5415478999930201,4096
17,53.0,17,0.3,300,0.5740423999959603,4096
18,53.0,18,0.3,300,0.600943899989943,4096
19,53.0,19,0.3,300,0.6250525999930687,4096
20,53.0,20,0.3,300,0.6500001999957021,4096
21,53.0,21,0.3,300,0.6756921999913175,4096
22,53.0,22,0.3,300,0.7001014999987092,4096
23,53.0,23,0.3,300,0.7239627999952063,4096
24,53.0,24,0.3,300,0.75321989999793,4096
25,53.0,25,0.3,300,0.7783607999881497,4096
26,54.0,26,0.3,300,0.8035000999952899,4096
27,54.0,27,0.3,300,0.8325392999977339,4096
28,54.0,28,0.3,300,0.8624704999965616,4096
29,54.0,29,0.3,300,0.8892001999920467,4096
30,54.0,30,0.3,300,0.9141301999916323,4096
31,54.0,31,0.3,300,0.9382065999961924,4096
32,54.0,32,0.3,300,0.9656446999870241,4096
33,56.0,33,0.3,300,1.01440279999224,4096
34,56.0,34,0.3,300,1.0398190999985673,4096
35,56.0,35,0.3,300,1.0687260999984574,4096
36,56.0,36,0.3,300,1.094865099992603,4096
37,56.0,37,0.3,300,1.1196659999986878,4096
38,56.0,38,0.3,300,1.1453846999938833,4096
39,56.0,39,0.3,300,1.169745299994247,4096
40,56.0,40,0.3,300,1.1990425999974832,4096
41,56.0,41,0.3,300,1.230327799989027,4096
42,56.0,42,0.3,300,1.2558488999929978,4096
43,58.0,43,0.3,300,1.2804443999921205,4096
44,58.0,44,0.3,300,1.3062145999865606,4096
45,58.0,45,0.3,300,1.3335011999879498,4096
46,58.0,46,0.3,300,1.3641965999995591,4096
47,58.0,47,0.3,300,1.3988402999966638,4096
48,59.0,48,0.3,300,1.430832099998952,4096
49,59.0,49,0.3,300,1.4673914999875706,4096
50,59.0,50,0.3,300,1.5140141999872867,4096
51,59.0,51,0.3,300,1.5582648999989033,4096
52,59.0,52,0.3,300,1.6004771999869263,4096
53,59.0,53,0.3,300,1.6329738999920664,4096
54,59.0,54,0.3,300,1.6633026999916183,4096
55,59.0,55,0.3,300,1.6935614999965765,4096
56,59.0,56,0.3,300,1.7194707999879029,4096
57,59.0,57,0.3,300,1.7449338999867905,4096
58,59.0,58,0.3,300,1.773128099986934,4096
59,59.0,59,0.3,300,1.801213699989603,4096
60,59.0,60,0.3,300,1.827304099992034,4096
61,59.0,61,0.3,300,1.8654593999963254,4096
62,59.0,62,0.3,300,1.8902611999947112,4096
63,59.0,63,0.3,300,1.9155322999868076,4096
64,59.0,64,0.3,300,1.9405052999936743,4096
65,59.0,65,0.3,300,1.9783951999997953,4096
66,59.0,66,0.3,300,2.006600699998671,4096
67,59.0,67,0.3,300,2.031935399994836,4096
68,59.0,68,0.3,300,2.05799859999388,4096
69,59.0,69,0.3,300,2.08267839999462,4096
70,59.0,70,0.3,300,2.1084003999858396,4096
71,59.0,71,0.3,300,2.1352212999918265,4096
72,59.0,72,0.3,300,2.1638501999987056,4096
73,59.0,73,0.3,300,2.189732799990452,4096
74,59.0,74,0.3,300,2.2220462999976007,4096
75,59.0,75,0.3,300,2.2472592999984045,4096
76,59.0,76,0.3,300,2.2727495999861276,4096
77,59.0,77,0.3,300,2.2977953999943566,4096
78,59.0,78,0.3,300,2.325844599996344,4096
79,59.0,79,0.3,300,2.351936899998691,4096
80,59.0,80,0.3,300,2.3838478999969084,4096
81,59.0,81,0.3,300,2.4154215999878943,4096
82,59.0,82,0.3,300,2.44278429998667,4096
83,59.0,83,0.3,300,2.4720204999903217,4096
84,59.0,84,0.3,300,2.4971444999973755,4096
85,59.0,85,0.3,300,2.525615499995183,4096
86,59.0,86,0.3,300,2.5512929999968037,4096
87,59.0,87,0.3,300,2.5759224999928847,4096
88,59.0,88,0.3,300,2.601424999986193,4096
89,59.0,89,0.3,300,2.6288369999965653,4096
90,59.0,90,0.3,300,2.666027799990843,4096
91,59.0,91,0.3,300,2.7104862999985926,4096
92,59.0,92,0.3,300,2.7483694999973522,4096
93,59.0,93,0.3,300,2.7905199999950128,4096
94,59.0,94,0.3,300,2.831699699992896,4096
95,59.0,95,0.3,300,2.8691480999987107,4096
96,59.0,96,0.3,300,2.9126089999917895,4096
97,59.0,97,0.3,300,2.9482664999959525,4096
98,59.0,98,0.3,300,2.97723039999255,4096
99,59.0,99,0.3,300,3.003120699999272,4096
100,59.0,100,0.3,300,3.032550599993556,4096
101,59.0,101,0.3,300,3.0639800999924773,4096
102,59.0,102,0.3,300,3.0893374999868684,4096
103,59.0,103,0.3,300,3.1227162999857683,4096
104,59.0,104,0.3,300,3.1496207999880426,4096
105,59.0,105,0.3,300,3.17557309998665,4096
106,59.0,106,0.3,300,3.2000494999956572,4096
107,59.0,107,0.3,300,3.2251316999900155,4096
108,59.0,108,0.3,300,3.2578823999938322,4096
109,59.0,109,0.3,300,3.285359499990591,4096
110,59.0,110,0.3,300,3.312388299993472,4096
111,59.0,111,0.3,300,3.3430475999921327,4096
112,59.0,112,0.3,300,3.3763617999939015,4096
113,59.0,113,0.3,300,3.404456799995387,4096
114,59.0,114,0.3,300,3.4302230999892345,4096
115,59.0,115,0.3,300,3.4612392999988515,4096
116,59.0,116,0.3,300,3.48783069998899,4096
117,59.0,117,0.3,300,3.512848299986217,4096
118,59.0,118,0.3,300,3.5382511999923736,4096
119,59.0,119,0.3,300,3.564269199996488,4096
120,59.0,120,0.3,300,3.5887290999962715,4096
121,59.0,121,0.3,300,3.61481559999811,4096
122,59.0,122,0.3,300,3.641475399999763,4096
123,59.0,123,0.3,300,3.667352499993285,4096
124,59.0,124,0.3,300,3.6925966999988304,4096
125,59.0,125,0.3,300,3.717632199986838,4096
126,59.0,126,0.3,300,3.7424028999957955,4096
127,59.0,127,0.3,300,3.767944899998838,4096
128,59.0,128,0.3,300,3.792996399992262,4096
129,59.0,129,0.3,300,3.8278487999923527,4096
130,59.0,130,0.3,300,3.8604588999878615,4096
131,59.0,131,0.3,300,3.893919599999208,4096
132,59.0,132,0.3,300,3.9194793999922695,4096
133,59.0,133,0.3,300,3.9526384999917354,4096
134,59.0,134,0.3,300,3.9891488999855937,4096
135,59.0,135,0.3,300,4.027883199989446,4096
136,59.0,136,0.3,300,4.0626237999968,4096
137,59.0,137,0.3,300,4.110688599990681,4096
138,59.0,138,0.3,300,4.157591699986369,4096
139,59.0,139,0.3,300,4.19385089998832,4096
140,59.0,140,0.3,300,4.234813999995822,4096
141,59.0,141,0.3,300,4.267802699992899,4096
142,59.0,142,0.3,300,4.292920999985654,4096
143,59.0,143,0.3,300,4.319951999990735,4096
144,59.0,144,0.3,300,4.344532699993579,4096
145,59.0,145,0.3,300,4.371127499995055,4096
146,59.0,146,0.3,300,4.396820299996762,4096
147,59.0,147,0.3,300,4.422037899988936,4096
148,59.0,148,0.3,300,4.453426399995806,4096
149,59.0,149,0.3,300,4.490498699989985,4096
150,59.0,150,0.3,300,4.51507879998826,4096
151,59.0,151,0.3,300,4.543569999994361,4096
152,59.0,152,0.3,300,4.571637099987129,4096
153,59.0,153,0.3,300,4.597821099989233,4096
154,59.0,154,0.3,300,4.623959599994123,4096
155,59.0,155,0.3,300,4.654679999992368,4096
156,59.0,156,0.3,300,4.6826599999913014,4096
157,59.0,157,0.3,300,4.708506799986935,4096
158,59.0,158,0.3,300,4.73357239998586,4096
159,59.0,159,0.3,300,4.759482099994784,4096
160,59.0,160,0.3,300,4.7865727999887895,4096
161,59.0,161,0.3,300,4.812232199998107,4096
162,59.0,162,0.3,300,4.840229499997804,4096
163,59.0,163,0.3,300,4.864765499994974,4096
164,59.0,164,0.3,300,4.891223599988734,4096
165,59.0,165,0.3,300,4.917299799999455,4096
166,59.0,166,0.3,300,4.941927799998666,4096
167,59.0,167,0.3,300,4.966814599989448,4096
168,59.0,168,0.3,300,4.994426699995529,4096
169,59.0,169,0.3,300,5.020560599994496,4096
170,59.0,170,0.3,300,5.04802099999506,4096
171,59.0,171,0.3,300,5.075123799993889,4096
172,59.0,172,0.3,300,5.099725499996566,4096
173,59.0,173,0.3,300,5.125322599997162,4096
174,59.0,174,0.3,300,5.150644699999248,4096
175,59.0,175,0.3,300,5.17645219998667,4096
176,59.0,176,0.3,300,5.20169079999323,4096
177,59.0,177,0.3,300,5.226437099991017,4096
178,59.0,178,0.3,300,5.252840399989509,4096
179,59.0,179,0.3,300,5.28550169999653,4096
180,59.0,180,0.3,300,5.314384599987534,4096
181,59.0,181,0.3,300,5.348906599989277,4096
182,59.0,182,0.3,300,5.3912394999933895,4096
183,59.0,183,0.3,300,5.423113299999386,4096
184,59.0,184,0.3,300,5.470689999987371,4096
185,59.0,185,0.3,300,5.499679999993532,4096
186,59.0,186,0.3,300,5.53729919999023,4096
187,59.0,187,0.3,300,5.5643831999914255,4096
188,59.0,188,0.3,300,5.5890710999956354,4096
189,59.0,189,0.3,300,5.616082299995469,4096
190,59.0,190,0.3,300,5.645541399993817,4096
191,59.0,191,0.3,300,5.6775750999950105,4096
192,59.0,192,0.3,300,5.7165370999864535,4096
193,59.0,193,0.3,300,5.753441399996518,4096
194,59.0,194,0.3,300,5.779352199999266,4096
195,59.0,195,0.3,300,5.805970699992031,4096
196,59.0,196,0.3,300,5.832688099995721,4096
197,59.0,197,0.3,300,5.8577969999896595,4096
198,59.0,198,0.3,300,5.884246899993741,4096
199,59.0,199,0.3,300,5.9150392999872565,4096
200,59.0,200,0.3,300,5.940769099994213,4096
201,59.0,201,0.3,300,5.966121099991142,4096
202,59.0,202,0.3,300,5.991318699991098,4096
203,59.0,203,0.3,300,6.016272699998808,4096
204,59.0,204,0.3,300,6.041916599991964,4096
205,59.0,205,0.3,300,6.070188999990933,4096
206,59.0,206,0.3,300,6.096478299994487,4096
207,59.0,207,0.3,300,6.122217099997215,4096
208,59.0,208,0.3,300,6.147873799985973,4096
209,59.0,209,0.3,300,6.1793880999903195,4096
210,59.0,210,0.3,300,6.207700999992085,4096
211,59.0,211,0.3,300,6.232516599993687,4096
212,59.0,212,0.3,300,6.2583350999921095,4096
213,59.0,213,0.3,300,6.283748999994714,4096
214,59.0,214,0.3,300,6.311015899991617,4096
215,59.0,215,0.3,300,6.336607899997034,4096
216,59.0,216,0.3,300,6.36153569999442,4096
217,59.0,217,0.3,300,6.391842399985762,4096
218,59.0,218,0.3,300,6.418708299999707,4096
219,59.0,219,0.3,300,6.4478878999943845,4096
220,59.0,220,0.3,300,6.478339299996151,4096
221,59.0,221,0.3,300,6.503894199995557,4096
222,59.0,222,0.3,300,6.529998599988176,4096
223,59.0,223,0.3,300,6.606102699995972,4096
224,59.0,224,0.3,300,6.693928599997889,4096
225,59.0,225,0.3,300,6.760850999999093,4096
226,59.0,226,0.3,300,6.802229199995054,4096
227,59.0,227,0.3,300,6.839314899989404,4096
228,59.0,228,0.3,300,6.88855999999214,4096
229,59.0,229,0.3,300,6.926295999990543,4096
230,59.0,230,0.3,300,6.95679859998927,4096
231,59.0,231,0.3,300,6.984403699985705,4096
232,59.0,232,0.3,300,7.013517399987904,4096
233,59.0,233,0.3,300,7.040909199989983,4096
234,59.0,234,0.3,300,7.070073199996841,4096
235,59.0,235,0.3,300,7.097735499992268,4096
236,59.0,236,0.3,300,7.123583799999324,4096
237,59.0,237,0.3,300,7.150438799988478,4096
238,59.0,238,0.3,300,7.1793501999927685,4096
239,59.0,239,0.3,300,7.205099099999643,4096
240,59.0,240,0.3,300,7.230482999992091,4096
241,59.0,241,0.3,300,7.260326399991754,4096
242,59.0,242,0.3,300,7.289112699989346,4096
243,59.0,243,0.3,300,7.318324299994856,4096
244,59.0,244,0.3,300,7.3465697999927215,4096
245,59.0,245,0.3,300,7.372657599989907,4096
246,59.0,246,0.3,300,7.401468899988686,4096
247,59.0,247,0.3,300,7.431099399997038,4096
248,59.0,248,0.3,300,7.459758399985731,4096
249,59.0,249,0.3,300,7.487237499997718,4096
250,59.0,250,0.3,300,7.517298499995377,4096
251,59.0,251,0.3,300,7.543797399994219,4096
252,59.0,252,0.3,300,7.572290299998713,4096
253,59.0,253,0.3,300,7.601216699986253,4096
254,59.0,254,0.3,300,7.626661399990553,4096
255,59.0,255,0.3,300,7.651866799991694,4096
256,59.0,256,0.3,300,7.677180499988026,4096
257,59.0,257,0.3,300,7.713319899994531,4096
258,59.0,258,0.3,300,7.7384407999925315,4096
259,59.0,259,0.3,300,7.764150299990433,4096
260,59.0,260,0.3,300,7.790627399997902,4096
261,59.0,261,0.3,300,7.820919699996011,4096
262,59.0,262,0.3,300,7.8471667999983765,4096
263,59.0,263,0.3,300,7.874203799990937,4096
264,59.0,264,0.3,300,7.903118699992774,4096
265,59.0,265,0.3,300,7.934098699988681,4096
266,59.0,266,0.3,300,7.970123399994918,4096
267,59.0,267,0.3,300,8.010399599996163,4096
268,59.0,268,0.3,300,8.05949669999245,4096
269,59.0,269,0.3,300,8.131330599993817,4096
270,59.0,270,0.3,300,8.172253999990062,4096
271,59.0,271,0.3,300,8.218247499986319,4096
272,59.0,272,0.3,300,8.261588699999265,4096
273,59.0,273,0.3,300,8.294384099994204,4096
274,59.0,274,0.3,300,8.319484999999986,4096
275,59.0,275,0.3,300,8.344298899988644,4096
276,59.0,276,0.3,300,8.371692299988354,4096
277,59.0,277,0.3,300,8.39976509999542,4096
278,59.0,278,0.3,300,8.426692399996682,4096
