,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,8.0,0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",500,0.00026489999999945724,8192,499.9986688347882,0.99,500,0.001,geometric
1,10.0,1,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",500,0.0010381999999999891,8192,499.9947828978768,0.99,500,0.001,geometric
2,12.0,2,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",500,0.022267799999999838,8192,499.88811308619006,0.99,500,0.001,geometric
3,8.0,4,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",500,0.04741999999999891,8192,499.76176331166835,0.99,500,0.001,geometric
4,8.0,8,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]",500,0.07384769999999996,8192,499.62904058548486,0.99,500,0.001,geometric
5,7.0,16,"[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0]",500,0.10104619999999898,8192,499.4924836239413,0.99,500,0.001,geometric
6,8.0,32,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1]",500,0.12562110000000004,8192,499.36913120788404,0.99,500,0.001,geometric
7,7.0,64,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1]",500,0.16965469999999883,8192,499.1481830601864,0.99,500,0.001,geometric
8,7.0,128,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]",500,0.2363565999999988,8192,498.81367798440715,0.99,500,0.001,geometric
9,7.0,256,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]",500,0.30226689999999934,8192,498.48336291884567,0.99,500,0.001,geometric
10,9.0,512,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",500,0.42777569999999976,8192,497.8549696297834,0.99,500,0.001,geometric
11,15.0,1024,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",500,0.6715664999999991,8192,496.63662881635656,0.99,500,0.001,geometric
12,15.0,2048,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",500,0.9467990000000004,8192,495.2647412899596,0.99,500,0.001,geometric
13,15.0,4096,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",500,0.9467990000000004,8192,495.2647412899596,0.99,500,0.001,geometric
14,15.0,8192,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",500,0.9467990000000004,8192,495.2647412899596,0.99,500,0.001,geometric
