,Fitness,Iteration,Temperature,Time,max_iters
0,57.0,0,100,0.00012629999999802521,524288
1,56.0,1,100,0.0012978999999972984,524288
2,55.0,2,100,0.016862699999997233,524288
3,56.0,3,100,0.03825710000000271,524288
4,57.0,4,100,0.03838619999999793,524288
5,56.0,5,100,0.05657360000000011,524288
6,55.0,6,100,0.05672969999999822,524288
7,56.0,7,100,0.05684540000000027,524288
8,57.0,8,100,0.05694079999999957,524288
9,58.0,9,100,0.07790280000000394,524288
10,57.0,10,100,0.07805460000000153,524288
11,58.0,11,100,0.07824260000000294,524288
12,57.0,12,100,0.07835150000000368,524288
13,58.0,13,100,0.07848890000000353,524288
14,59.0,14,100,0.07861309999999833,524288
15,58.0,15,100,0.07871289999999931,524288
16,59.0,16,100,0.0788172999999972,524288
17,58.0,17,100,0.09694900000000217,524288
18,59.0,18,100,0.09706760000000259,524288
19,60.0,19,100,0.0971605000000011,524288
20,61.0,20,100,0.09724649999999713,524288
21,60.0,21,100,0.09733140000000162,524288
22,61.0,22,100,0.09742479999999887,524288
23,60.0,23,100,0.09750760000000014,524288
24,59.0,24,100,0.09760630000000248,524288
25,58.0,25,100,0.09770180000000295,524288
26,59.0,26,100,0.0977964,524288
27,60.0,27,100,0.0978812999999974,524288
28,61.0,28,100,0.0979668000000018,524288
29,62.0,29,100,0.09805240000000026,524288
30,63.0,30,100,0.09813700000000125,524288
31,64.0,31,100,0.09822270000000088,524288
32,63.0,32,100,0.09830680000000314,524288
33,62.0,33,100,0.10911980000000199,524288
34,63.0,34,100,0.10928539999999742,524288
35,62.0,35,100,0.10946779999999734,524288
36,61.0,36,100,0.11021250000000293,524288
37,60.0,37,100,0.11029669999999925,524288
38,61.0,38,100,0.11035869999999903,524288
39,60.0,39,100,0.1104130000000012,524288
40,59.0,40,100,0.11047030000000291,524288
41,60.0,41,100,0.11053050000000297,524288
42,61.0,42,100,0.11058299999999832,524288
43,60.0,43,100,0.11063430000000096,524288
44,59.0,44,100,0.11069080000000042,524288
45,58.0,45,100,0.11074700000000348,524288
46,57.0,46,100,0.11080379999999934,524288
47,58.0,47,100,0.11086139999999745,524288
48,57.0,48,100,0.1109138999999999,524288
49,58.0,49,100,0.11097050000000053,524288
50,57.0,50,100,0.1110223000000019,524288
51,58.0,51,100,0.11107830000000263,524288
52,59.0,52,100,0.11113019999999807,524288
53,58.0,53,100,0.11118139999999954,524288
54,57.0,54,100,0.11123740000000026,524288
55,58.0,55,100,0.11129379999999855,524288
56,57.0,56,100,0.11134650000000335,524288
57,56.0,57,100,0.11140290000000164,524288
58,55.0,58,100,0.1114689999999996,524288
59,54.0,59,100,0.11157240000000002,524288
60,53.0,60,100,0.11167069999999768,524288
61,54.0,61,100,0.11174859999999853,524288
62,53.0,62,100,0.11182070000000266,524288
63,52.0,63,100,0.11189819999999884,524288
64,53.0,64,100,0.11197589999999735,524288
65,54.0,65,100,0.12488869999999963,524288
66,53.0,66,100,0.12497630000000015,524288
67,52.0,67,100,0.12505039999999923,524288
68,53.0,68,100,0.1251142999999999,524288
69,54.0,69,100,0.1251693999999972,524288
70,55.0,70,100,0.12522369999999938,524288
71,56.0,71,100,0.12527730000000048,524288
72,55.0,72,100,0.12533059999999807,524288
73,54.0,73,100,0.12539259999999786,524288
74,55.0,74,100,0.1254528999999991,524288
75,54.0,75,100,0.12557389999999913,524288
76,53.0,76,100,0.12566520000000025,524288
77,54.0,77,100,0.12574570000000307,524288
78,53.0,78,100,0.12582030000000088,524288
79,52.0,79,100,0.12590070000000253,524288
80,53.0,80,100,0.1259812999999994,524288
81,52.0,81,100,0.1260565999999983,524288
82,51.0,82,100,0.1261378000000022,524288
83,50.0,83,100,0.12621880000000374,524288
84,51.0,84,100,0.12629979999999819,524288
85,50.0,85,100,0.12637649999999923,524288
86,51.0,86,100,0.12645750000000078,524288
87,52.0,87,100,0.1265242999999998,524288
88,51.0,88,100,0.12657970000000063,524288
89,52.0,89,100,0.12664230000000032,524288
90,53.0,90,100,0.1266974999999988,524288
91,54.0,91,100,0.12675269999999728,524288
92,53.0,92,100,0.12680730000000295,524288
93,52.0,93,100,0.12686699999999718,524288
94,51.0,94,100,0.12692630000000094,524288
95,52.0,95,100,0.1269855999999976,524288
96,53.0,96,100,0.12703940000000102,524288
97,54.0,97,100,0.12709360000000203,524288
98,53.0,98,100,0.1271476000000007,524288
99,52.0,99,100,0.12720649999999978,524288
100,51.0,100,100,0.12726769999999732,524288
101,52.0,101,100,0.12732809999999972,524288
102,53.0,102,100,0.1273838999999981,524288
103,52.0,103,100,0.12743880000000019,524288
104,53.0,104,100,0.12755560000000088,524288
105,54.0,105,100,0.1276586999999978,524288
106,55.0,106,100,0.12774749999999813,524288
107,56.0,107,100,0.12782829999999734,524288
108,57.0,108,100,0.12790780000000268,524288
109,56.0,109,100,0.12798790000000082,524288
110,55.0,110,100,0.1280738000000028,524288
111,54.0,111,100,0.12815909999999775,524288
112,53.0,112,100,0.1282451000000009,524288
113,54.0,113,100,0.12833080000000052,524288
114,55.0,114,100,0.1284117000000009,524288
115,56.0,115,100,0.1284842000000026,524288
116,55.0,116,100,0.12854409999999916,524288
117,54.0,117,100,0.12860739999999993,524288
118,53.0,118,100,0.1286707000000007,524288
119,54.0,119,100,0.12873379999999912,524288
120,53.0,120,100,0.12879099999999966,524288
121,52.0,121,100,0.12885270000000304,524288
122,53.0,122,100,0.1289160000000038,524288
123,54.0,123,100,0.12897310000000317,524288
124,53.0,124,100,0.12902960000000263,524288
125,54.0,125,100,0.1290910000000025,524288
