,Fitness,Iteration,Keep Percent,Population Size,State,Time,max_iters,use_fast_mimic
0,1.0,0,0.2,300,"[0, 1]",0.01047250000000055,4096,True
1,2.0,1,0.2,300,"[1.0, 1.0]",0.022238600000000552,4096,True
2,2.0,2,0.2,300,"[1.0, 1.0]",0.043222000000000094,4096,True
3,2.0,4,0.2,300,"[1.0, 1.0]",0.07335519999999995,4096,True
4,2.0,8,0.2,300,"[1.0, 1.0]",0.11275920000000017,4096,True
5,2.0,16,0.2,300,"[1.0, 1.0]",0.1820460000000006,4096,True
6,2.0,32,0.2,300,"[1.0, 1.0]",0.29963600000000046,4096,True
7,2.0,64,0.2,300,"[1.0, 1.0]",0.5306728000000005,4096,True
8,2.0,128,0.2,300,"[1.0, 1.0]",1.0081180000000005,4096,True
9,2.0,256,0.2,300,"[1.0, 1.0]",1.7706232000000002,4096,True
10,2.0,512,0.2,300,"[1.0, 1.0]",3.1460884999999994,4096,True
11,2.0,1024,0.2,300,"[1.0, 1.0]",3.1460884999999994,4096,True
12,2.0,2048,0.2,300,"[1.0, 1.0]",3.1460884999999994,4096,True
13,2.0,4096,0.2,300,"[1.0, 1.0]",3.1460884999999994,4096,True
