,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,1.0,0,"[0, 1]",500,0.00013819999999942212,8192,499.9993055222748,0.99,500,0.001,geometric
1,0.0,1,"[1, 1]",500,0.0005305999999993816,8192,499.9973336530075,0.99,500,0.001,geometric
2,1.0,2,"[1, 0]",500,0.015275499999999553,8192,499.9232439394308,0.99,500,0.001,geometric
3,1.0,4,"[0, 1]",500,0.0321081999999997,8192,499.8386769339053,0.99,500,0.001,geometric
4,1.0,8,"[0, 1]",500,0.04902300000000004,8192,499.75371187049603,0.99,500,0.001,geometric
5,1.0,16,"[0, 1]",500,0.06442350000000019,8192,499.6763658783338,0.99,500,0.001,geometric
6,1.0,32,"[1, 0]",500,0.08183149999999983,8192,499.588952023899,0.99,500,0.001,geometric
7,1.0,64,"[0, 1]",500,0.09796639999999979,8192,499.50794466623717,0.99,500,0.001,geometric
8,1.0,128,"[1, 0]",500,0.11627950000000009,8192,499.4160172876479,0.99,500,0.001,geometric
9,0.0,256,"[1, 1]",500,0.1501961999999999,8192,499.24580825086673,0.99,500,0.001,geometric
10,1.0,512,"[0, 1]",500,0.2048445000000001,8192,498.9716808809274,0.99,500,0.001,geometric
11,1.0,1024,"[0, 1]",500,0.31828209999999935,8192,498.40313442143497,0.99,500,0.001,geometric
12,1.0,2048,"[0, 1]",500,0.6815522000000005,8192,496.58678904469986,0.99,500,0.001,geometric
13,1.0,4096,"[0, 1]",500,0.6815522000000005,8192,496.58678904469986,0.99,500,0.001,geometric
14,1.0,8192,"[0, 1]",500,0.6815522000000005,8192,496.58678904469986,0.99,500,0.001,geometric
