,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,68.0,0,0.1,100,0.030327999999826716,4096
1,68.0,1,0.1,100,0.09229289999984758,4096
2,68.0,2,0.1,100,0.14416479999999865,4096
3,68.0,3,0.1,100,0.20943620000025476,4096
4,68.0,4,0.1,100,0.25115009999990434,4096
5,68.0,5,0.1,100,0.298039400000107,4096
6,69.0,6,0.1,100,0.34618630000022677,4096
7,70.0,7,0.1,100,0.388237300000128,4096
8,70.0,8,0.1,100,0.423093400000198,4096
9,71.0,9,0.1,100,0.4651905999999144,4096
10,71.0,10,0.1,100,0.5188366000002134,4096
11,71.0,11,0.1,100,0.5547163999999611,4096
12,71.0,12,0.1,100,0.5892916000002515,4096
13,72.0,13,0.1,100,0.6229072999999516,4096
14,72.0,14,0.1,100,0.6603371999999581,4096
15,72.0,15,0.1,100,0.6941984000000048,4096
16,74.0,16,0.1,100,0.7277165000000423,4096
17,74.0,17,0.1,100,0.7760395999998764,4096
18,74.0,18,0.1,100,0.8355437999998685,4096
19,77.0,19,0.1,100,0.9000510000000759,4096
20,77.0,20,0.1,100,0.9473382000001038,4096
21,77.0,21,0.1,100,0.9932305000002088,4096
22,77.0,22,0.1,100,1.053820099999939,4096
23,77.0,23,0.1,100,1.1092681000000084,4096
24,77.0,24,0.1,100,1.1616186999999627,4096
25,77.0,25,0.1,100,1.2009001000001263,4096
26,78.0,26,0.1,100,1.2369456999999784,4096
27,78.0,27,0.1,100,1.2719175000001997,4096
28,79.0,28,0.1,100,1.3131191000002218,4096
29,79.0,29,0.1,100,1.3541018999999324,4096
30,79.0,30,0.1,100,1.3882309000000532,4096
31,79.0,31,0.1,100,1.4222057000001769,4096
32,80.0,32,0.1,100,1.4646530999998504,4096
33,81.0,33,0.1,100,1.5141300000000228,4096
34,81.0,34,0.1,100,1.562761799999862,4096
35,83.0,35,0.1,100,1.598192299999937,4096
36,83.0,36,0.1,100,1.6366382000001067,4096
37,84.0,37,0.1,100,1.6748496999998679,4096
38,84.0,38,0.1,100,1.7221451000000343,4096
39,88.0,39,0.1,100,1.7570231999998214,4096
40,89.0,40,0.1,100,1.793755499999861,4096
41,89.0,41,0.1,100,1.835355900000195,4096
42,90.0,42,0.1,100,1.8720761999998103,4096
43,90.0,43,0.1,100,1.906234200000199,4096
44,90.0,44,0.1,100,1.938419800000247,4096
45,91.0,45,0.1,100,1.9738800000000083,4096
46,91.0,46,0.1,100,2.00967270000001,4096
47,91.0,47,0.1,100,2.048448300000018,4096
48,91.0,48,0.1,100,2.0831068000002233,4096
49,93.0,49,0.1,100,2.1168822999998156,4096
50,93.0,50,0.1,100,2.164747499999976,4096
51,93.0,51,0.1,100,2.216110899999876,4096
52,93.0,52,0.1,100,2.270263700000214,4096
53,93.0,53,0.1,100,2.3221879000002446,4096
54,93.0,54,0.1,100,2.377976199999921,4096
55,93.0,55,0.1,100,2.4288362000002053,4096
56,93.0,56,0.1,100,2.4693811000001915,4096
57,93.0,57,0.1,100,2.509574799999882,4096
58,93.0,58,0.1,100,2.5503294000000096,4096
59,93.0,59,0.1,100,2.5885277000002134,4096
60,93.0,60,0.1,100,2.624921699999959,4096
61,93.0,61,0.1,100,2.664142200000242,4096
62,93.0,62,0.1,100,2.6974037999998473,4096
63,93.0,63,0.1,100,2.744860599999811,4096
64,93.0,64,0.1,100,2.778362500000185,4096
65,93.0,65,0.1,100,2.823843300000135,4096
66,93.0,66,0.1,100,2.868558000000121,4096
67,93.0,67,0.1,100,2.9105296000002454,4096
68,93.0,68,0.1,100,2.9474316000000726,4096
69,93.0,69,0.1,100,2.982442500000161,4096
70,93.0,70,0.1,100,3.0240850000000137,4096
71,93.0,71,0.1,100,3.057934899999964,4096
72,93.0,72,0.1,100,3.0943912000002456,4096
73,93.0,73,0.1,100,3.1354433000001336,4096
74,93.0,74,0.1,100,3.1704930999999306,4096
75,93.0,75,0.1,100,3.211390400000255,4096
76,93.0,76,0.1,100,3.2461938000001282,4096
77,93.0,77,0.1,100,3.2798189999998613,4096
78,93.0,78,0.1,100,3.3145684999999503,4096
79,93.0,79,0.1,100,3.3530249000000367,4096
80,93.0,80,0.1,100,3.3915843999998287,4096
81,93.0,81,0.1,100,3.4242506999999023,4096
82,93.0,82,0.1,100,3.4699994000002334,4096
83,93.0,83,0.1,100,3.5307292000002235,4096
84,93.0,84,0.1,100,3.5791779999999562,4096
85,93.0,85,0.1,100,3.63288939999984,4096
86,93.0,86,0.1,100,3.684713699999975,4096
87,93.0,87,0.1,100,3.7359363999999005,4096
88,93.0,88,0.1,100,3.772523699999965,4096
89,93.0,89,0.1,100,3.806602799999837,4096
90,93.0,90,0.1,100,3.844368399999894,4096
91,93.0,91,0.1,100,3.8838832999999795,4096
92,93.0,92,0.1,100,3.9189299999998184,4096
93,93.0,93,0.1,100,3.959667999999965,4096
94,93.0,94,0.1,100,3.9941463000000113,4096
95,93.0,95,0.1,100,4.034409100000175,4096
96,93.0,96,0.1,100,4.074726700000156,4096
97,93.0,97,0.1,100,4.108779499999855,4096
98,93.0,98,0.1,100,4.147428400000081,4096
99,93.0,99,0.1,100,4.1866580000000795,4096
100,93.0,100,0.1,100,4.224705999999969,4096
101,93.0,101,0.1,100,4.261445999999978,4096
102,93.0,102,0.1,100,4.293719300000248,4096
103,93.0,103,0.1,100,4.336733499999809,4096
104,93.0,104,0.1,100,4.3735452999999325,4096
105,93.0,105,0.1,100,4.410593099999915,4096
106,93.0,106,0.1,100,4.448786700000255,4096
107,93.0,107,0.1,100,4.483158399999866,4096
108,93.0,108,0.1,100,4.519765500000176,4096
109,93.0,109,0.1,100,4.562069099999917,4096
110,93.0,110,0.1,100,4.595855699999902,4096
111,93.0,111,0.1,100,4.636062000000038,4096
112,93.0,112,0.1,100,4.679001399999834,4096
113,93.0,113,0.1,100,4.7144812999999886,4096
114,93.0,114,0.1,100,4.750989600000139,4096
115,93.0,115,0.1,100,4.795879599999807,4096
116,93.0,116,0.1,100,4.847960500000227,4096
117,93.0,117,0.1,100,4.911976200000026,4096
118,93.0,118,0.1,100,4.956775799999832,4096
119,93.0,119,0.1,100,5.002881100000195,4096
120,93.0,120,0.1,100,5.045251699999881,4096
121,93.0,121,0.1,100,5.085203799999817,4096
122,93.0,122,0.1,100,5.128177099999903,4096
123,93.0,123,0.1,100,5.1706662000001415,4096
124,93.0,124,0.1,100,5.213450799999919,4096
125,93.0,125,0.1,100,5.2518966000002365,4096
126,93.0,126,0.1,100,5.288367199999811,4096
127,93.0,127,0.1,100,5.322398400000111,4096
128,93.0,128,0.1,100,5.3660485999998855,4096
129,93.0,129,0.1,100,5.4171753999999055,4096
130,93.0,130,0.1,100,5.46494389999998,4096
131,93.0,131,0.1,100,5.505181999999877,4096
132,93.0,132,0.1,100,5.550134900000103,4096
133,93.0,133,0.1,100,5.584922200000165,4096
134,93.0,134,0.1,100,5.626663300000018,4096
135,93.0,135,0.1,100,5.664732300000196,4096
136,93.0,136,0.1,100,5.706193500000154,4096
137,93.0,137,0.1,100,5.742536600000221,4096
138,93.0,138,0.1,100,5.784411699999964,4096
139,93.0,139,0.1,100,5.832244900000205,4096
140,93.0,140,0.1,100,5.870885599999838,4096
141,93.0,141,0.1,100,5.905027899999823,4096
142,93.0,142,0.1,100,5.939451300000201,4096
143,93.0,143,0.1,100,5.978044999999838,4096
144,93.0,144,0.1,100,6.013141100000212,4096
145,93.0,145,0.1,100,6.049102299999959,4096
146,93.0,146,0.1,100,6.108477100000073,4096
147,93.0,147,0.1,100,6.162758200000098,4096
148,93.0,148,0.1,100,6.219393100000161,4096
149,93.0,149,0.1,100,6.278004300000248,4096
150,93.0,150,0.1,100,6.322754299999815,4096
151,93.0,151,0.1,100,6.378838300000098,4096
152,93.0,152,0.1,100,6.4221821000001,4096
153,93.0,153,0.1,100,6.463489499999923,4096
154,93.0,154,0.1,100,6.495289299999968,4096
155,93.0,155,0.1,100,6.538075999999819,4096
156,93.0,156,0.1,100,6.574858899999981,4096
157,93.0,157,0.1,100,6.607190199999877,4096
158,93.0,158,0.1,100,6.647635100000116,4096
159,93.0,159,0.1,100,6.681635400000232,4096
160,93.0,160,0.1,100,6.715282000000116,4096
161,93.0,161,0.1,100,6.752042200000233,4096
162,93.0,162,0.1,100,6.784907799999928,4096
163,93.0,163,0.1,100,6.817790200000218,4096
164,93.0,164,0.1,100,6.851426300000185,4096
165,93.0,165,0.1,100,6.884493999999904,4096
166,93.0,166,0.1,100,6.919769500000257,4096
167,93.0,167,0.1,100,6.953353100000186,4096
168,93.0,168,0.1,100,6.988497700000153,4096
169,93.0,169,0.1,100,7.026816900000085,4096
170,93.0,170,0.1,100,7.06210800000008,4096
171,93.0,171,0.1,100,7.095069200000125,4096
172,93.0,172,0.1,100,7.1426611000001685,4096
173,93.0,173,0.1,100,7.17998230000012,4096
174,93.0,174,0.1,100,7.218815900000209,4096
175,93.0,175,0.1,100,7.256725799999913,4096
176,93.0,176,0.1,100,7.292386200000237,4096
177,93.0,177,0.1,100,7.33599409999988,4096
178,93.0,178,0.1,100,7.389935799999876,4096
179,93.0,179,0.1,100,7.456692700000076,4096
180,93.0,180,0.1,100,7.512023499999941,4096
181,93.0,181,0.1,100,7.566294000000198,4096
182,93.0,182,0.1,100,7.623247300000003,4096
183,93.0,183,0.1,100,7.677511500000037,4096
184,93.0,184,0.1,100,7.712397199999941,4096
185,93.0,185,0.1,100,7.7537185999999565,4096
186,93.0,186,0.1,100,7.793611099999907,4096
187,93.0,187,0.1,100,7.834232900000188,4096
188,93.0,188,0.1,100,7.8750026000002435,4096
189,93.0,189,0.1,100,7.914630100000068,4096
190,93.0,190,0.1,100,7.951421100000061,4096
191,93.0,191,0.1,100,7.985711299999821,4096
192,93.0,192,0.1,100,8.020687199999884,4096
193,93.0,193,0.1,100,8.058062099999916,4096
194,93.0,194,0.1,100,8.095990400000119,4096
195,93.0,195,0.1,100,8.132455299999947,4096
196,93.0,196,0.1,100,8.170340199999828,4096
197,93.0,197,0.1,100,8.212330400000155,4096
198,93.0,198,0.1,100,8.248294999999871,4096
199,93.0,199,0.1,100,8.286383600000136,4096
200,93.0,200,0.1,100,8.323930300000029,4096
201,93.0,201,0.1,100,8.35610080000015,4096
202,93.0,202,0.1,100,8.393636400000105,4096
203,93.0,203,0.1,100,8.429969400000118,4096
204,93.0,204,0.1,100,8.470917999999983,4096
205,93.0,205,0.1,100,8.504431100000147,4096
206,93.0,206,0.1,100,8.542644399999972,4096
207,93.0,207,0.1,100,8.575782200000049,4096
208,93.0,208,0.1,100,8.6120334000002,4096
209,93.0,209,0.1,100,8.651328100000228,4096
210,93.0,210,0.1,100,8.68940960000009,4096
211,93.0,211,0.1,100,8.74477479999996,4096
212,93.0,212,0.1,100,8.800083399999949,4096
213,93.0,213,0.1,100,8.848955200000091,4096
214,93.0,214,0.1,100,8.897642800000085,4096
215,93.0,215,0.1,100,8.937295400000039,4096
216,93.0,216,0.1,100,8.978655899999922,4096
