,Fitness,Iteration,Restarts,Time,current_restart,max_iters
176,94.0,176,10,0.1073951,0,16384
177,94.0,177,10,0.107474,0,16384
178,94.0,178,10,0.1075476,0,16384
179,94.0,179,10,0.10762089999999999,0,16384
180,94.0,180,10,0.10769139999999999,0,16384
181,95.0,181,10,0.10776169999999999,0,16384
182,95.0,182,10,0.1078427,0,16384
183,95.0,183,10,0.107914,0,16384
184,95.0,184,10,0.10798429999999999,0,16384
185,95.0,185,10,0.10805479999999999,0,16384
186,95.0,186,10,0.108126,0,16384
187,95.0,187,10,0.1081973,0,16384
188,95.0,188,10,0.10826799999999999,0,16384
189,95.0,189,10,0.1083401,0,16384
190,95.0,190,10,0.10841429999999999,0,16384
191,95.0,191,10,0.1084608,0,16384
192,95.0,192,10,0.1085034,0,16384
193,95.0,193,10,0.10854639999999999,0,16384
194,95.0,194,10,0.10858849999999999,0,16384
195,95.0,195,10,0.1086303,0,16384
196,95.0,196,10,0.10867189999999999,0,16384
197,95.0,197,10,0.1087146,0,16384
198,95.0,198,10,0.1087577,0,16384
199,95.0,199,10,0.10879979999999999,0,16384
200,95.0,200,10,0.10884139999999999,0,16384
201,95.0,201,10,0.10888289999999999,0,16384
202,95.0,202,10,0.108927,0,16384
203,96.0,203,10,0.108969,0,16384
204,96.0,204,10,0.1090192,0,16384
205,96.0,205,10,0.1090618,0,16384
206,96.0,206,10,0.10910439999999999,0,16384
207,96.0,207,10,0.1091462,0,16384
208,96.0,208,10,0.1091887,0,16384
209,96.0,209,10,0.1092311,0,16384
210,96.0,210,10,0.1092731,0,16384
211,96.0,211,10,0.1093151,0,16384
212,96.0,212,10,0.1093854,0,16384
213,96.0,213,10,0.1094623,0,16384
214,96.0,214,10,0.10953769999999999,0,16384
215,96.0,215,10,0.10961309999999999,0,16384
216,96.0,216,10,0.10968839999999999,0,16384
217,96.0,217,10,0.1097639,0,16384
218,96.0,218,10,0.10983979999999999,0,16384
219,96.0,219,10,0.1099159,0,16384
220,96.0,220,10,0.10999199999999999,0,16384
221,96.0,221,10,0.1100684,0,16384
222,96.0,222,10,0.11014489999999999,0,16384
223,96.0,223,10,0.1102219,0,16384
224,96.0,224,10,0.1102987,0,16384
225,96.0,225,10,0.11042049999999999,0,16384
226,96.0,226,10,0.1105268,0,16384
227,96.0,227,10,0.1106055,0,16384
228,96.0,228,10,0.1106851,0,16384
229,96.0,229,10,0.1107642,0,16384
230,96.0,230,10,0.110843,0,16384
231,96.0,231,10,0.11092149999999999,0,16384
232,96.0,232,10,0.1110003,0,16384
233,96.0,233,10,0.1110791,0,16384
234,96.0,234,10,0.11116069999999999,0,16384
235,96.0,235,10,0.1112402,0,16384
236,96.0,236,10,0.1113193,0,16384
237,96.0,237,10,0.1114037,0,16384
238,96.0,238,10,0.11148369999999999,0,16384
239,96.0,239,10,0.111563,0,16384
240,96.0,240,10,0.1116428,0,16384
241,96.0,241,10,0.1117228,0,16384
242,96.0,242,10,0.1118034,0,16384
243,96.0,243,10,0.111884,0,16384
244,96.0,244,10,0.1119651,0,16384
245,97.0,245,10,0.1120467,0,16384
246,97.0,246,10,0.11213959999999999,0,16384
247,97.0,247,10,0.1122218,0,16384
248,97.0,248,10,0.1123039,0,16384
249,97.0,249,10,0.11241029999999999,0,16384
250,97.0,250,10,0.1125012,0,16384
251,97.0,251,10,0.1125837,0,16384
252,97.0,252,10,0.11266609999999999,0,16384
253,97.0,253,10,0.11274859999999999,0,16384
254,97.0,254,10,0.1128309,0,16384
255,97.0,255,10,0.1129139,0,16384
256,97.0,256,10,0.1129969,0,16384
257,97.0,257,10,0.1261121,0,16384
258,97.0,258,10,0.1261815,0,16384
259,97.0,259,10,0.12623510000000002,0,16384
260,97.0,260,10,0.12628530000000002,0,16384
261,97.0,261,10,0.1263879,0,16384
262,97.0,262,10,0.1264758,0,16384
263,97.0,263,10,0.1265617,0,16384
264,98.0,264,10,0.1266468,0,16384
265,98.0,265,10,0.1267443,0,16384
266,98.0,266,10,0.12683060000000002,0,16384
267,98.0,267,10,0.1269163,0,16384
268,98.0,268,10,0.1270021,0,16384
269,98.0,269,10,0.1270887,0,16384
270,98.0,270,10,0.1271843,0,16384
271,98.0,271,10,0.1272701,0,16384
272,98.0,272,10,0.1273541,0,16384
273,98.0,273,10,0.1274116,0,16384
274,98.0,274,10,0.12746090000000002,0,16384
275,98.0,275,10,0.1275098,0,16384
276,98.0,276,10,0.1275579,0,16384
277,99.0,277,10,0.1276053,0,16384
278,99.0,278,10,0.12766170000000002,0,16384
279,99.0,279,10,0.1277097,0,16384
280,99.0,280,10,0.12775730000000002,0,16384
281,99.0,281,10,0.1278048,0,16384
282,99.0,282,10,0.12785190000000002,0,16384
283,99.0,283,10,0.12789810000000001,0,16384
284,99.0,284,10,0.12794550000000002,0,16384
285,99.0,285,10,0.1279924,0,16384
286,99.0,286,10,0.1280397,0,16384
287,99.0,287,10,0.12808740000000002,0,16384
288,99.0,288,10,0.1281349,0,16384
289,99.0,289,10,0.1281815,0,16384
290,99.0,290,10,0.1282285,0,16384
291,99.0,291,10,0.12827570000000002,0,16384
292,99.0,292,10,0.12838560000000002,0,16384
293,99.0,293,10,0.1284801,0,16384
294,99.0,294,10,0.1285708,0,16384
295,99.0,295,10,0.1286613,0,16384
296,99.0,296,10,0.1287521,0,16384
297,99.0,297,10,0.1288425,0,16384
298,99.0,298,10,0.1289335,0,16384
299,99.0,299,10,0.12902450000000001,0,16384
300,99.0,300,10,0.1291148,0,16384
301,99.0,301,10,0.1292057,0,16384
302,99.0,302,10,0.12929490000000002,0,16384
303,99.0,303,10,0.12934700000000002,0,16384
304,99.0,304,10,0.12939720000000002,0,16384
305,99.0,305,10,0.12944730000000002,0,16384
306,99.0,306,10,0.12949660000000002,0,16384
307,99.0,307,10,0.12954580000000002,0,16384
308,99.0,308,10,0.1295949,0,16384
309,99.0,309,10,0.12964430000000002,0,16384
310,99.0,310,10,0.1296951,0,16384
311,99.0,311,10,0.1297441,0,16384
312,99.0,312,10,0.1297933,0,16384
313,99.0,313,10,0.1298418,0,16384
314,99.0,314,10,0.1298907,0,16384
315,99.0,315,10,0.12994,0,16384
316,99.0,316,10,0.1299895,0,16384
317,99.0,317,10,0.13003900000000002,0,16384
318,99.0,318,10,0.1300886,0,16384
319,99.0,319,10,0.1301378,0,16384
320,99.0,320,10,0.1301882,0,16384
321,99.0,321,10,0.1302372,0,16384
322,99.0,322,10,0.130306,0,16384
323,99.0,323,10,0.13043380000000002,0,16384
324,99.0,324,10,0.130563,0,16384
325,99.0,325,10,0.1306755,0,16384
326,99.0,326,10,0.1307791,0,16384
327,99.0,327,10,0.13088370000000002,0,16384
328,99.0,328,10,0.1309867,0,16384
329,99.0,329,10,0.13109030000000002,0,16384
330,99.0,330,10,0.13119440000000002,0,16384
331,99.0,331,10,0.1313418,0,16384
332,99.0,332,10,0.1314977,0,16384
333,99.0,333,10,0.131611,0,16384
334,99.0,334,10,0.1317158,0,16384
335,99.0,335,10,0.1318203,0,16384
336,99.0,336,10,0.13192510000000002,0,16384
337,99.0,337,10,0.1320321,0,16384
338,99.0,338,10,0.1321386,0,16384
339,99.0,339,10,0.13224280000000002,0,16384
340,99.0,340,10,0.1324189,0,16384
341,99.0,341,10,0.13260660000000002,0,16384
342,99.0,342,10,0.13279970000000002,0,16384
343,99.0,343,10,0.1329697,0,16384
344,99.0,344,10,0.133129,0,16384
345,99.0,345,10,0.1333004,0,16384
346,99.0,346,10,0.1337766,0,16384
347,99.0,347,10,0.1339803,0,16384
348,99.0,348,10,0.1341206,0,16384
349,99.0,349,10,0.13422710000000002,0,16384
350,99.0,350,10,0.13431780000000001,0,16384
351,99.0,351,10,0.13438640000000002,0,16384
352,99.0,352,10,0.13444150000000002,0,16384
353,99.0,353,10,0.1344957,0,16384
354,99.0,354,10,0.13455150000000002,0,16384
355,99.0,355,10,0.1346091,0,16384
356,99.0,356,10,0.13466530000000002,0,16384
357,99.0,357,10,0.1347183,0,16384
358,99.0,358,10,0.1347817,0,16384
359,99.0,359,10,0.1348412,0,16384
360,99.0,360,10,0.1348985,0,16384
361,99.0,361,10,0.13495290000000001,0,16384
362,99.0,362,10,0.1350085,0,16384
363,99.0,363,10,0.1350638,0,16384
364,99.0,364,10,0.1351187,0,16384
365,99.0,365,10,0.1351733,0,16384
366,99.0,366,10,0.1352286,0,16384
367,99.0,367,10,0.1352885,0,16384
368,99.0,368,10,0.13534200000000002,0,16384
369,99.0,369,10,0.13539500000000002,0,16384
370,99.0,370,10,0.1354476,0,16384
371,99.0,371,10,0.1355329,0,16384
372,99.0,372,10,0.1356034,0,16384
373,99.0,373,10,0.1356597,0,16384
374,99.0,374,10,0.1357144,0,16384
375,99.0,375,10,0.13608140000000002,0,16384
376,99.0,376,10,0.1367176,0,16384
377,99.0,377,10,0.1374619,0,16384
378,99.0,378,10,0.1377649,0,16384
379,99.0,379,10,0.1380547,0,16384
380,99.0,380,10,0.1386397,0,16384
381,99.0,381,10,0.1390317,0,16384
382,99.0,382,10,0.1391976,0,16384
383,99.0,383,10,0.1393668,0,16384
384,99.0,384,10,0.1394997,0,16384
385,99.0,385,10,0.1396231,0,16384
386,99.0,386,10,0.13974430000000002,0,16384
387,99.0,387,10,0.139872,0,16384
388,99.0,388,10,0.1400067,0,16384
389,99.0,389,10,0.1401712,0,16384
390,99.0,390,10,0.14034000000000002,0,16384
391,99.0,391,10,0.1405003,0,16384
392,99.0,392,10,0.14065760000000002,0,16384
393,99.0,393,10,0.1408133,0,16384
394,99.0,394,10,0.14096440000000002,0,16384
395,99.0,395,10,0.14111400000000002,0,16384
396,99.0,396,10,0.1412943,0,16384
397,99.0,397,10,0.1415054,0,16384
398,99.0,398,10,0.1416887,0,16384
399,99.0,399,10,0.14185640000000002,0,16384
400,99.0,400,10,0.14203390000000002,0,16384
401,99.0,401,10,0.14220950000000002,0,16384
402,99.0,402,10,0.14242180000000002,0,16384
403,99.0,403,10,0.142601,0,16384
404,99.0,404,10,0.1427843,0,16384
405,99.0,405,10,0.1429656,0,16384
406,99.0,406,10,0.14314570000000001,0,16384
407,99.0,407,10,0.14333980000000002,0,16384
408,99.0,408,10,0.143517,0,16384
409,99.0,409,10,0.14362840000000002,0,16384
410,99.0,410,10,0.1437045,0,16384
411,99.0,411,10,0.1437659,0,16384
412,99.0,412,10,0.1438247,0,16384
413,99.0,413,10,0.143882,0,16384
414,99.0,414,10,0.1439395,0,16384
415,99.0,415,10,0.1439966,0,16384
416,99.0,416,10,0.1440524,0,16384
417,99.0,417,10,0.1441085,0,16384
418,99.0,418,10,0.1441647,0,16384
419,99.0,419,10,0.1442208,0,16384
420,99.0,420,10,0.14434570000000002,0,16384
421,99.0,421,10,0.1444669,0,16384
422,99.0,422,10,0.1445795,0,16384
423,99.0,423,10,0.1446929,0,16384
424,99.0,424,10,0.1448058,0,16384
425,99.0,425,10,0.1449187,0,16384
426,99.0,426,10,0.1450325,0,16384
427,99.0,427,10,0.1451459,0,16384
428,99.0,428,10,0.1452643,0,16384
429,99.0,429,10,0.1453489,0,16384
430,99.0,430,10,0.14541,0,16384
431,99.0,431,10,0.1454694,0,16384
432,99.0,432,10,0.1455866,0,16384
433,99.0,433,10,0.14566900000000002,0,16384
434,99.0,434,10,0.1457295,0,16384
435,99.0,435,10,0.1457882,0,16384
436,99.0,436,10,0.1458462,0,16384
437,99.0,437,10,0.14590350000000002,0,16384
438,99.0,438,10,0.1459612,0,16384
439,99.0,439,10,0.1460188,0,16384
440,99.0,440,10,0.1460765,0,16384
441,99.0,441,10,0.1461337,0,16384
442,99.0,442,10,0.1461919,0,16384
443,99.0,443,10,0.146281,0,16384
444,99.0,444,10,0.14640620000000001,0,16384
445,99.0,445,10,0.1465223,0,16384
446,99.0,446,10,0.1466388,0,16384
447,99.0,447,10,0.146756,0,16384
448,99.0,448,10,0.146873,0,16384
449,99.0,449,10,0.1469901,0,16384
450,99.0,450,10,0.1471074,0,16384
451,99.0,451,10,0.1472251,0,16384
452,99.0,452,10,0.14732610000000002,0,16384
453,99.0,453,10,0.1473982,0,16384
454,99.0,454,10,0.14745940000000002,0,16384
455,99.0,455,10,0.14751920000000002,0,16384
456,99.0,456,10,0.1475799,0,16384
457,99.0,457,10,0.1476397,0,16384
458,99.0,458,10,0.1476992,0,16384
459,99.0,459,10,0.1477581,0,16384
460,99.0,460,10,0.14781640000000001,0,16384
461,99.0,461,10,0.1478752,0,16384
462,99.0,462,10,0.1479335,0,16384
463,99.0,463,10,0.1479949,0,16384
464,99.0,464,10,0.1480533,0,16384
465,99.0,465,10,0.1481127,0,16384
466,99.0,466,10,0.1481721,0,16384
467,99.0,467,10,0.1482317,0,16384
468,99.0,468,10,0.1483972,0,16384
469,99.0,469,10,0.1485573,0,16384
470,99.0,470,10,0.14871800000000002,0,16384
471,99.0,471,10,0.1488794,0,16384
472,99.0,472,10,0.14904040000000002,0,16384
473,99.0,473,10,0.1492019,0,16384
474,99.0,474,10,0.1495619,0,16384
475,99.0,475,10,0.149824,0,16384
476,99.0,476,10,0.1502603,0,16384
477,99.0,477,10,0.1505814,0,16384
478,99.0,478,10,0.15088300000000002,0,16384
479,99.0,479,10,0.1511792,0,16384
480,99.0,480,10,0.151502,0,16384
481,99.0,481,10,0.151623,0,16384
482,99.0,482,10,0.1517011,0,16384
483,99.0,483,10,0.1517664,0,16384
484,99.0,484,10,0.1518284,0,16384
485,99.0,485,10,0.15189060000000001,0,16384
486,99.0,486,10,0.151952,0,16384
487,99.0,487,10,0.15201330000000002,0,16384
488,99.0,488,10,0.1520754,0,16384
489,99.0,489,10,0.1521364,0,16384
490,99.0,490,10,0.152197,0,16384
491,99.0,491,10,0.15232410000000002,0,16384
492,99.0,492,10,0.1524724,0,16384
493,99.0,493,10,0.152837,0,16384
494,99.0,494,10,0.1531016,0,16384
495,99.0,495,10,0.15330660000000002,0,16384
496,99.0,496,10,0.15353150000000002,0,16384
497,99.0,497,10,0.1537704,0,16384
498,99.0,498,10,0.1540677,0,16384
499,99.0,499,10,0.1548817,0,16384
500,99.0,500,10,0.1550825,0,16384
501,99.0,501,10,0.15516580000000002,0,16384
502,99.0,502,10,0.1552789,0,16384
503,99.0,503,10,0.15541580000000002,0,16384
504,99.0,504,10,0.1555727,0,16384
505,99.0,505,10,0.1557481,0,16384
506,99.0,506,10,0.1559212,0,16384
507,99.0,507,10,0.1560916,0,16384
508,99.0,508,10,0.1562987,0,16384
509,99.0,509,10,0.15644660000000002,0,16384
510,99.0,510,10,0.156584,0,16384
511,99.0,511,10,0.1567222,0,16384
512,99.0,512,10,0.15685780000000002,0,16384
513,99.0,513,10,0.18475740000000002,0,16384
514,99.0,514,10,0.1848399,0,16384
515,99.0,515,10,0.18490910000000002,0,16384
516,99.0,516,10,0.18497560000000002,0,16384
517,99.0,517,10,0.1850405,0,16384
518,99.0,518,10,0.1851044,0,16384
519,99.0,519,10,0.18517920000000002,0,16384
520,99.0,520,10,0.1852446,0,16384
521,99.0,521,10,0.1853084,0,16384
522,99.0,522,10,0.1853711,0,16384
523,99.0,523,10,0.18543310000000002,0,16384
524,99.0,524,10,0.1855096,0,16384
525,99.0,525,10,0.1855742,0,16384
526,99.0,526,10,0.1856372,0,16384
527,99.0,527,10,0.1857031,0,16384
528,99.0,528,10,0.18591470000000002,0,16384
529,99.0,529,10,0.1861922,0,16384
530,99.0,530,10,0.1864307,0,16384
531,99.0,531,10,0.18661460000000002,0,16384
532,99.0,532,10,0.1868072,0,16384
533,99.0,533,10,0.1870068,0,16384
534,99.0,534,10,0.18722750000000002,0,16384
535,99.0,535,10,0.18774490000000002,0,16384
536,99.0,536,10,0.18818700000000002,0,16384
537,99.0,537,10,0.1882754,0,16384
538,99.0,538,10,0.1883438,0,16384
539,99.0,539,10,0.1884101,0,16384
540,99.0,540,10,0.1884758,0,16384
541,99.0,541,10,0.1885403,0,16384
542,99.0,542,10,0.1886043,0,16384
543,99.0,543,10,0.188669,0,16384
544,99.0,544,10,0.1887329,0,16384
545,99.0,545,10,0.18879680000000001,0,16384
546,99.0,546,10,0.1888608,0,16384
547,99.0,547,10,0.1889245,0,16384
548,99.0,548,10,0.1889884,0,16384
549,99.0,549,10,0.189053,0,16384
550,99.0,550,10,0.1891171,0,16384
551,99.0,551,10,0.1891838,0,16384
552,100.0,552,10,0.1892484,0,16384
553,100.0,553,10,0.18932210000000002,0,16384
554,100.0,554,10,0.1893878,0,16384
555,100.0,555,10,0.1894536,0,16384
556,100.0,556,10,0.18951800000000002,0,16384
557,100.0,557,10,0.1895818,0,16384
558,100.0,558,10,0.18964540000000002,0,16384
559,100.0,559,10,0.18971010000000002,0,16384
560,100.0,560,10,0.1897739,0,16384
561,100.0,561,10,0.18983740000000002,0,16384
562,100.0,562,10,0.18990100000000001,0,16384
563,100.0,563,10,0.1899651,0,16384
564,100.0,564,10,0.1900292,0,16384
565,100.0,565,10,0.1900927,0,16384
566,100.0,566,10,0.19028630000000002,0,16384
567,100.0,567,10,0.19037510000000002,0,16384
568,100.0,568,10,0.19044370000000002,0,16384
569,100.0,569,10,0.1905119,0,16384
570,100.0,570,10,0.19057870000000002,0,16384
571,100.0,571,10,0.19064520000000001,0,16384
572,100.0,572,10,0.19071090000000002,0,16384
573,100.0,573,10,0.1907781,0,16384
574,100.0,574,10,0.1908444,0,16384
575,100.0,575,10,0.1909103,0,16384
576,100.0,576,10,0.1909762,0,16384
577,100.0,577,10,0.1910417,0,16384
578,100.0,578,10,0.1911079,0,16384
579,100.0,579,10,0.1913339,0,16384
580,100.0,580,10,0.191551,0,16384
581,100.0,581,10,0.1917568,0,16384
582,100.0,582,10,0.1919488,0,16384
583,100.0,583,10,0.1921069,0,16384
584,100.0,584,10,0.19225420000000001,0,16384
585,100.0,585,10,0.1924043,0,16384
586,100.0,586,10,0.1925416,0,16384
587,100.0,587,10,0.1926726,0,16384
588,100.0,588,10,0.1928163,0,16384
589,100.0,589,10,0.192951,0,16384
590,100.0,590,10,0.1930694,0,16384
591,100.0,591,10,0.19320220000000002,0,16384
592,100.0,592,10,0.19333150000000002,0,16384
593,100.0,593,10,0.1934578,0,16384
594,100.0,594,10,0.1935838,0,16384
595,100.0,595,10,0.1937097,0,16384
596,100.0,596,10,0.19383640000000002,0,16384
597,100.0,597,10,0.19396380000000002,0,16384
598,100.0,598,10,0.19408910000000001,0,16384
599,100.0,599,10,0.1942278,0,16384
600,100.0,600,10,0.19435460000000002,0,16384
601,100.0,601,10,0.1945089,0,16384
602,100.0,602,10,0.19464900000000002,0,16384
603,100.0,603,10,0.19479970000000002,0,16384
604,100.0,604,10,0.19493680000000002,0,16384
605,100.0,605,10,0.1950675,0,16384
606,100.0,606,10,0.1952181,0,16384
607,100.0,607,10,0.19535840000000002,0,16384
608,100.0,608,10,0.19548100000000002,0,16384
609,100.0,609,10,0.1956102,0,16384
610,100.0,610,10,0.1957399,0,16384
611,100.0,611,10,0.1958669,0,16384
612,100.0,612,10,0.19599350000000001,0,16384
613,100.0,613,10,0.1961401,0,16384
614,100.0,614,10,0.1962742,0,16384
615,100.0,615,10,0.1964132,0,16384
616,100.0,616,10,0.19654380000000002,0,16384
617,100.0,617,10,0.19667410000000002,0,16384
618,100.0,618,10,0.1968022,0,16384
619,100.0,619,10,0.196948,0,16384
620,100.0,620,10,0.19710560000000002,0,16384
621,100.0,621,10,0.19725220000000002,0,16384
622,100.0,622,10,0.19740390000000002,0,16384
623,100.0,623,10,0.19754470000000002,0,16384
624,100.0,624,10,0.19767790000000002,0,16384
625,100.0,625,10,0.1978242,0,16384
626,100.0,626,10,0.1979612,0,16384
627,100.0,627,10,0.19808520000000002,0,16384
628,100.0,628,10,0.1984257,0,16384
629,100.0,629,10,0.1985709,0,16384
630,100.0,630,10,0.1987054,0,16384
631,100.0,631,10,0.1988379,0,16384
632,100.0,632,10,0.19896930000000002,0,16384
633,100.0,633,10,0.1991004,0,16384
634,100.0,634,10,0.19937860000000002,0,16384
635,100.0,635,10,0.199629,0,16384
