,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_decay,schedule_init_temp,schedule_min_temp,schedule_type
0,2.0,0,"[0, 1, 0, 0]",500,0.0001440000000005881,8192,499.99927637634215,0.99,500,0.001,geometric
1,2.0,1,"[0, 1, 1, 0]",500,0.000798100000000801,8192,499.9959894295624,0.99,500,0.001,geometric
2,1.0,2,"[1, 1, 1, 0]",500,0.024690800000000124,8192,499.8759399771898,0.99,500,0.001,geometric
3,1.0,4,"[1, 1, 1, 0]",500,0.053579100000000324,8192,499.7308285044435,0.99,500,0.001,geometric
4,1.0,8,"[1, 0, 0, 0]",500,0.06989249999999991,8192,499.64890177837765,0.99,500,0.001,geometric
5,2.0,16,"[0, 0, 1, 0]",500,0.0961344000000004,8192,499.51714179871976,0.99,500,0.001,geometric
6,2.0,32,"[1, 0, 1, 1]",500,0.11778950000000066,8192,499.4084382041146,0.99,500,0.001,geometric
7,1.0,64,"[0, 1, 1, 1]",500,0.14352799999999988,8192,499.2792676526503,0.99,500,0.001,geometric
8,2.0,128,"[0, 1, 0, 0]",500,0.17551489999999959,8192,499.11878560626485,0.99,500,0.001,geometric
9,2.0,256,"[0, 1, 1, 0]",500,0.21632630000000042,8192,498.9141048937654,0.99,500,0.001,geometric
10,1.0,512,"[1, 0, 0, 0]",500,0.29395039999999995,8192,498.5250297031999,0.99,500,0.001,geometric
11,3.0,1024,"[1, 0, 1, 0]",500,0.5010195999999993,8192,497.4886206008862,0.99,500,0.001,geometric
12,3.0,2048,"[1, 0, 1, 0]",500,0.7259928999999996,8192,496.365041079358,0.99,500,0.001,geometric
13,3.0,4096,"[1, 0, 1, 0]",500,0.7259928999999996,8192,496.365041079358,0.99,500,0.001,geometric
14,3.0,8192,"[1, 0, 1, 0]",500,0.7259928999999996,8192,496.365041079358,0.99,500,0.001,geometric
