,Fitness,Iteration,Temperature,Time,max_iters
0,1.0,0,100,0.0002319000195711851,524288
1,1.0,1,100,0.0015219000051729381,524288
2,1.0,2,100,0.022685300005832687,524288
3,1.0,3,100,0.036906100023770705,524288
4,1.0,4,100,0.037014400004409254,524288
5,1.0,5,100,0.05339010001625866,524288
6,1.0,6,100,0.05350650000036694,524288
7,1.0,7,100,0.053663000027881935,524288
8,1.0,8,100,0.05378090002341196,524288
9,1.0,9,100,0.07055610002134927,524288
10,1.0,10,100,0.07062710000900552,524288
11,1.0,11,100,0.0707369000010658,524288
12,2.0,12,100,0.07082840002840385,524288
13,2.0,13,100,0.07088610000209883,524288
14,2.0,14,100,0.07094430000870489,524288
15,2.0,15,100,0.07103280001319945,524288
16,2.0,16,100,0.07120610002311878,524288
17,2.0,17,100,0.08630100000300445,524288
18,2.0,18,100,0.08642910001799464,524288
19,2.0,19,100,0.08654320001369342,524288
20,2.0,20,100,0.08665230000042357,524288
21,2.0,21,100,0.08676220002234913,524288
22,2.0,22,100,0.08686460001626983,524288
23,2.0,23,100,0.0869770000281278,524288
24,2.0,24,100,0.08709190000081435,524288
25,1.0,25,100,0.08719940000446513,524288
26,1.0,26,100,0.08733300000312738,524288
27,1.0,27,100,0.08750200000940822,524288
28,1.0,28,100,0.08770160001586191,524288
29,1.0,29,100,0.08780710000428371,524288
30,1.0,30,100,0.08789470000192523,524288
31,1.0,31,100,0.0879797000088729,524288
32,1.0,32,100,0.08808120002504438,524288
33,1.0,33,100,0.10266220002085902,524288
34,1.0,34,100,0.10281270000268705,524288
35,1.0,35,100,0.10293440002715215,524288
36,1.0,36,100,0.10303580001345836,524288
37,1.0,37,100,0.1031383000081405,524288
38,1.0,38,100,0.10325810001813807,524288
39,1.0,39,100,0.10337740002432838,524288
40,1.0,40,100,0.1035058000124991,524288
41,1.0,41,100,0.10362130001885816,524288
42,1.0,42,100,0.1037318000162486,524288
43,1.0,43,100,0.10385090002091601,524288
44,1.0,44,100,0.10411140002543107,524288
45,1.0,45,100,0.10426910000387579,524288
46,1.0,46,100,0.104433100001188,524288
47,1.0,47,100,0.1046879000205081,524288
48,1.0,48,100,0.10482850001426414,524288
49,1.0,49,100,0.10493870000937022,524288
50,1.0,50,100,0.10505290000583045,524288
51,1.0,51,100,0.10517850000178441,524288
52,1.0,52,100,0.1052860000054352,524288
53,1.0,53,100,0.105381600005785,524288
54,1.0,54,100,0.10549680000985973,524288
55,1.0,55,100,0.10559810002450831,524288
56,1.0,56,100,0.1057176000031177,524288
57,1.0,57,100,0.10583530002622865,524288
58,1.0,58,100,0.10593850002624094,524288
59,1.0,59,100,0.10604240000247955,524288
60,1.0,60,100,0.10614470002474263,524288
61,1.0,61,100,0.10625510002137162,524288
62,1.0,62,100,0.10636360000353307,524288
63,1.0,63,100,0.10647680002148263,524288
64,1.0,64,100,0.10657500001252629,524288
65,1.0,65,100,0.13031560002127662,524288
66,1.0,66,100,0.1304295000154525,524288
67,1.0,67,100,0.13049590002628975,524288
68,1.0,68,100,0.13055650002206676,524288
69,1.0,69,100,0.13061610001022927,524288
70,1.0,70,100,0.13067530002444983,524288
71,1.0,71,100,0.13073370000347495,524288
72,1.0,72,100,0.13079320001997985,524288
73,1.0,73,100,0.13088820001576096,524288
74,1.0,74,100,0.1310022000106983,524288
75,1.0,75,100,0.13110600001527928,524288
76,1.0,76,100,0.13117680000141263,524288
77,1.0,77,100,0.1312379000009969,524288
78,1.0,78,100,0.13130220002494752,524288
79,1.0,79,100,0.13173300001653843,524288
80,1.0,80,100,0.13187540002400056,524288
81,1.0,81,100,0.1319857000198681,524288
82,1.0,82,100,0.13208840001607314,524288
83,1.0,83,100,0.13219660002505407,524288
84,1.0,84,100,0.1323067000193987,524288
85,1.0,85,100,0.13242010000976734,524288
86,1.0,86,100,0.1325399000197649,524288
87,1.0,87,100,0.13264360002358444,524288
88,1.0,88,100,0.13273490002029575,524288
89,1.0,89,100,0.13284930001827888,524288
90,1.0,90,100,0.1329608000232838,524288
91,1.0,91,100,0.1330718000244815,524288
92,1.0,92,100,0.1331802000058815,524288
93,1.0,93,100,0.13329300002078526,524288
94,1.0,94,100,0.13341270000091754,524288
95,1.0,95,100,0.1335428000020329,524288
96,1.0,96,100,0.13374500002828427,524288
97,1.0,97,100,0.1342793000221718,524288
98,1.0,98,100,0.1344445000286214,524288
99,1.0,99,100,0.13457630001357757,524288
100,1.0,100,100,0.13469880001503043,524288
101,1.0,101,100,0.13482080001267605,524288
102,1.0,102,100,0.13494170000194572,524288
103,1.0,103,100,0.1350572000083048,524288
104,1.0,104,100,0.13518650000332855,524288
105,1.0,105,100,0.1353145000175573,524288
106,1.0,106,100,0.13547100001596846,524288
107,1.0,107,100,0.13559230000828393,524288
108,1.0,108,100,0.13571970001794398,524288
109,1.0,109,100,0.13606150000123307,524288
110,1.0,110,100,0.1361901000200305,524288
111,1.0,111,100,0.13643060001777485,524288
112,1.0,112,100,0.13657310002599843,524288
113,1.0,113,100,0.1367022000194993,524288
114,1.0,114,100,0.13682820001849905,524288
115,1.0,115,100,0.13695510002435185,524288
116,1.0,116,100,0.1370813000248745,524288
117,1.0,117,100,0.13721280000754632,524288
118,3.0,118,100,0.13924230000702664,524288
119,3.0,119,100,0.13973730002180673,524288
120,3.0,120,100,0.1399268000095617,524288
121,3.0,121,100,0.14006330000120215,524288
122,3.0,122,100,0.14019060001010075,524288
123,3.0,123,100,0.14033440002822317,524288
124,3.0,124,100,0.14046360002248548,524288
125,3.0,125,100,0.1405920000106562,524288
